NomImage;Numero;nbPixBoucleHaut;nbPixBoucleBas;Compacity;distSTDskel;nbPixSkelQuartBasGauche;skelXcentreGrav;skelYcentreGrav;boucleXcentreGrav;boucleYcentreGrav;diffSkelBoucleXcentreGrav;diffSkelBoucleYcentreGrav;nbPixDiagInfSkel;nbPixDiagSupSkel;minorAxisSkel;majorAxisSkel;OrientationSkel;PHI1skel;PHI2skel;PHI3skel;PHI4skel
409,pgm;9;0;917;0,993576;13,852417;107;61,938865;34,716157;80,476554;36,069793;-18,537689;-1,353636;41;187;81,282596;109,062861;-0,579377;0,141934;143,874337;719,253384;144,348011
410,pgm;0;198;1172;1,106218;13,385219;65;51,349398;54,008032;64,558394;57,787591;-13,208997;-3,779559;115;131;63,25392;112,453504;-0,367204;0,164192;166,742225;759,361867;180,106475
411,pgm;1;3259;3429;1,05667;2,848659;82;49,375796;46,394904;51,37515;48,353319;-1,999353;-1,958415;157;156;126,331857;130,704086;-0,476458;0,208988;202,869609;870,474812;347,245238
412,pgm;2;0;1733;1,074947;13,125302;86;55,853741;54,812925;81,487017;46,030583;-25,633275;8,782342;157;134;107,804767;131,759336;0,02197;0,233304;327,667524;1907,895426;477,386273
413,pgm;3;0;1016;1,762348;12,833009;98;52,973154;50,969799;66,791339;38,872047;-13,818184;12,097751;163;131;87,733949;107,443585;0,730681;0,196879;282,875495;1911,391562;304,200794
414,pgm;4;290;16;1,065225;5,965094;81;57,474916;50,053512;42,839869;83,052288;14,635047;-32,998776;139;158;106,701308;131,319694;-0,346197;0,227183;322,878793;1994,859862;462,730686
415,pgm;5;1659;3353;1,900834;11,23697;87;50,321937;49,247863;56,562849;50,283719;-6,240912;-1,035856;202;147;99,659055;121,958267;0,055847;0,228431;308,995712;1687,030787;409,097587
416,pgm;6;2210;3305;1,386695;10,164094;71;53,905199;49,929664;56,403445;44,366092;-2,498246;5,563571;174;152;109,407302;120,558016;-0,497053;0,230707;326,628753;1929,217384;443,910367
417,pgm;7;0;1;0,07958;12,713278;61;57,05364;53,559387;97;58;-39,94636;-4,440613;146;114;94,470994;124,661513;0,679166;0,199738;290,731942;2045,524955;370,907082
418,pgm;8;1576;0;1,528781;12,114798;0;30,758893;55,711462;19,446701;48,685279;11,312193;7,026183;184;66;85,244743;93,628167;-0,677191;0,127814;109,612648;411,845944;98,259731
419,pgm;9;258;1667;1,194731;11,298379;110;55,876923;34,384615;66,469091;27,361039;-10,592168;7,023576;67;191;87,892274;96,352401;0,760249;0,139557;120,136904;392,090917;117,443209
420,pgm;0;0;1;0,07958;12,993659;69;48,773946;49,743295;91;39;-42,226054;10,743295;124;135;78,983408;114,418312;-0,490619;0,158203;137,859167;478,244016;156,347839
421,pgm;1;3361;3516;1,133686;2,448863;82;51,472843;47,916933;51,099026;48,8764;0,373818;-0,959467;150;161;125,689441;136,734476;-0,774711;0,222273;257,410838;1417,900823;432,257348
422,pgm;2;0;1735;0,977708;15,087381;40;53,194553;62,762646;77,169452;64,705476;-23,9749;-1,94283;165;90;80,277819;136,293471;0,458219;0,214147;352,712586;2953,560208;459,419697
423,pgm;3;0;615;1,071545;14,870192;100;55,093985;46,229323;71,936585;24,868293;-16,8426;21,361031;108;156;90,977004;126,9268;0,210969;0,178132;211,132614;1452,124767;257,619335
424,pgm;4;135;961;1,098506;11,626788;85;57,268852;44,190164;61,153285;68,49635;-3,884432;-24,306186;109;193;88,612919;118,777029;-0,743466;0,201453;291,995157;1954,307905;330,53721
425,pgm;5;2202;3273;2,076837;13,776673;89;51,820106;47,417989;54,416621;47,424475;-2,596515;-0,006485;184;191;104,014803;126,05449;0,2806;0,249597;376,283561;2325,467887;515,379676
426,pgm;6;2405;3672;1,391711;10,894204;72;51,715942;48,15942;56,690143;47,265592;-4,974201;0,893829;167;176;109,053319;127,165693;-0,599076;0,232801;326,393185;1891,786091;459,381111
427,pgm;7;0;1;0,07958;7,641064;80;59,702206;50,830882;87;75;-27,297794;-24,169118;128;143;103,067675;125,086094;0,341024;0,211887;259,073728;1393,086546;378,471737
428,pgm;8;2723;0;1,21623;12,105623;0;34,76779;54,996255;25,385971;45,944179;9,381819;9,052075;185;79;84,198008;119,481985;-0,563093;0,148685;156,310347;962,198085;165,948282
429,pgm;9;0;1;0,07958;15,26897;127;56,128405;34,505837;93;41;-36,871595;-6,494163;65;192;93,617114;122,470196;-0,633184;0,149734;109,472047;389,307778;136,964427
430,pgm;0;0;2048;1,045107;12,892993;89;59,950192;56,241379;75,454102;60,264648;-15,50391;-4,023269;119;139;84,889712;109,666992;-0,105113;0,207735;307,603288;2254,51147;381,693614
431,pgm;1;2538;3045;1,085809;3,236519;65;51,387681;48,148551;52,165861;48,489522;-0,778179;-0,340971;133;142;107,308711;129,188756;-0,767495;0,185521;212,434418;1346,209895;294,875707
432,pgm;2;0;374;1,396051;11,316284;26;58,337778;51,728889;84,612299;57,131016;-26,274522;-5,402127;85;137;62,645195;119,764399;0,73434;0,162471;229,313975;1849,594678;240,436644
433,pgm;3;0;262;1,167576;13,695499;65;59,826484;44,584475;78,885496;34,763359;-19,059012;9,821116;58;159;59,71525;117,451223;0,630145;0,145679;184,729023;1421,289327;181,879383
434,pgm;4;578;208;1,137607;12,947133;66;57,060897;55,192308;43,340967;73,482188;13,719931;-18,289881;147;164;85,154526;126,715932;-0,470064;0,242078;442,74925;3328,773784;546,114621
435,pgm;5;2992;3204;1,903763;13,199943;80;49,761039;50,21039;50,560846;51,05326;-0,799807;-0,842871;193;190;107,959278;128,158439;0,350822;0,259961;399,670664;2380,723784;565,490189
436,pgm;6;2184;3016;1,738039;14,638601;77;49,548571;47,374286;54,021538;46,510769;-4,472967;0,863516;188;159;89,355107;129,019744;0,684042;0,218358;335,676151;2191,210288;398,922922
437,pgm;7;0;1;0,07958;10,36576;65;55,446494;50,298893;92;75;-36,553506;-24,701107;122;148;94,64274;126,731345;-0,490707;0,194251;260,375689;1747,603916;332,481485
438,pgm;8;2328;0;1,340141;12,949123;0;34,722846;54,074906;24,278351;43,616409;10,444496;10,458497;184;81;70,829454;124,995629;-0,682614;0,144709;162,779999;1081,110438;162,68874
439,pgm;9;475;2446;1,133788;9,37061;83;56,715867;37,413284;65,728518;34,747004;-9,01265;2,66628;90;179;95,846064;104,337525;0,049791;0,159104;153,117403;583,827642;169,156107
440,pgm;0;0;2019;1,047229;15,016551;107;51,600694;45,552083;76,403665;44,846954;-24,802971;0,705129;89;187;85,284945;134,203184;-0,221063;0,181955;173,425212;897,196732;232,910901
441,pgm;1;2127;3007;1,294621;2,939871;77;53,746667;50,136667;54,621932;49,625049;-0,875266;0,511618;145;153;107,132857;119,927083;-0,147253;0,210559;266,90874;1493,567498;366,134941
442,pgm;2;123;2294;1,201138;13,283697;68;49,943709;59,592715;69,470832;62,001655;-19,527123;-2,40894;184;115;90,508644;124,571306;0,314303;0,227331;357,357826;2369,853126;454,410164
443,pgm;3;0;688;1,374256;12,256499;95;53,951724;52,251724;71,449128;30,498547;-17,497404;21,753178;120;169;88,179992;112,418722;-0,124541;0,20059;262,18328;1577,499608;304,3853
444,pgm;4;369;0;1,149271;7,85576;56;53,595833;56,679167;30,03252;68,829268;23,563313;-12,150102;127;112;88,43413;110,957998;0,270059;0,176239;204,573918;1163,697372;245,644625
445,pgm;5;879;1949;1,829801;11,014874;68;55,911538;43,634615;58,87447;43,580622;-2,962931;0,053993;94;161;64,984864;107,164568;0,505491;0,156306;201,782152;1346,037067;188,154378
446,pgm;6;1831;2351;1,105231;8,186965;49;48,842324;49,780083;51,129364;47,431133;-2,28704;2,34895;132;108;90,400884;116,913497;0,501184;0,150112;154,23003;973,415587;176,327848
447,pgm;7;0;1;0,07958;9,993013;68;59,666667;46,510288;92;66;-32,333333;-19,489712;101;139;87,987845;119,368768;-0,439095;0,172475;210,630651;1369,678435;253,81184
448,pgm;8;1191;0;1,404841;10,317877;14;34,153543;55,952756;17,559194;43,788413;16,594349;12,164343;185;66;80,924663;102,065666;0,496845;0,136082;126,159837;534,890273;118,832165
449,pgm;9;0;1;0,07958;13,617236;100;50,368664;36,24424;83;45;-32,631336;-8,75576;64;151;85,09387;107,103276;-0,634814;0,108937;62,371991;178,740179;64,742538
450,pgm;0;8;1617;1,191787;12,667783;93;58,164751;45,781609;72,172923;58,594462;-14,008172;-12,812852;88;169;71,868778;109,701211;0,591654;0,171061;237,44507;1774,650767;242,497797
451,pgm;1;2874;2827;1,157809;4,445986;79;50,611111;47,916667;49,934573;47,554113;0,676538;0,362553;136;151;107,226569;131,768479;-0,658304;0,191845;168,681172;565,644233;264,80723
452,pgm;2;0;1038;1,502663;11,02532;90;61,653571;52,357143;81,766859;38,543353;-20,113288;13,81379;123;157;89,531605;114,327172;-0,090586;0,22009;335,763442;2177,308166;415,713759
453,pgm;3;0;522;1,127533;14,187498;89;55,72449;47,816327;59,599617;26,312261;-3,875127;21,504066;57;139;78,211771;90,770968;-0,600584;0,123262;116,503946;780,730517;112,482152
454,pgm;4;598;0;1,030545;7,020042;69;51,74717;60,675472;21,401338;72,374582;30,345832;-11,69911;150;115;91,240736;120,482918;0,681515;0,206351;252,775948;1335,871373;343,61316
455,pgm;5;1926;1575;2,43056;13,189485;33;45,186544;55,556575;45,986575;57,071694;-0,800031;-1,515119;201;121;76,13816;118,951123;0,434938;0,208463;319,453338;2023,178669;347,334819
456,pgm;6;1950;2829;1,913662;10,80574;75;50,760933;49,848397;55,42059;47,568529;-4,659657;2,279868;192;148;101,084712;109,293749;0,324483;0,221123;309,497259;1654,713342;375,139246
457,pgm;7;0;1;0,07958;8,281473;70;57,812;57,956;75;86;-17,188;-28,044;137;113;89,679184;117,644853;0,647393;0,20172;252,293239;1406,211076;341,702969
458,pgm;8;2080;0;1,469778;12,603957;0;33,686047;55,589147;24,663942;47,083173;9,022104;8,505974;191;64;75,031621;112,850699;-0,567662;0,138616;145,080447;885,386405;140,097255
459,pgm;9;0;1071;0,932072;12,240725;117;57,432432;33,783784;74,466853;31,588235;-17,034421;2,195548;48;172;82,763425;92,616558;-0,474734;0,11997;99,228733;404,478312;88,231901
460,pgm;0;0;569;1,083069;9,814436;124;58,686833;46,985765;63,655536;27,209139;-4,968703;19,776626;124;156;89,222087;99,521041;0,646678;0,190191;263,167089;1539,269728;283,985165
461,pgm;1;3205;3230;1,242719;3,576661;80;49,015674;50,454545;50,630303;51,03683;-1,614629;-0,582284;161;156;117,607177;134,897154;-0,565482;0,221705;224,724277;907,747767;385,417982
462,pgm;2;0;1120;1,200803;10,991723;105;56,715254;50,230508;70,196429;31,09375;-13,481174;19,136758;132;162;93,918181;103,232143;0,448129;0,205234;277,059805;1481,406542;318,533157
463,pgm;3;0;414;1,292499;16,062283;100;51,070539;46,672199;61,270531;22,608696;-10,199992;24,063504;90;150;88,672764;111,407022;0,07462;0,145893;137,280751;883,48637;157,159309
464,pgm;4;831;0;1,137771;10,17772;69;53,527972;55,727273;30,949458;71,504212;22,578514;-15,776939;154;132;93,164943;120,717725;0,383718;0,212328;268,797725;1378,991032;353,541336
465,pgm;5;2136;1647;2,113903;13,856888;62;46,047319;49,189274;46,099128;48,275707;-0,051809;0,913567;145;164;82,76402;112,984324;-0,025017;0,182779;204,587907;916,859289;223,245036
466,pgm;6;1950;3054;1,202683;6,506567;85;52,092025;46,509202;55,510392;44,606315;-3,418367;1,902888;168;156;106,585165;113,976128;-0,767213;0,208595;242,413399;1108,521899;319,60797
467,pgm;7;0;1;0,07958;9,194748;71;60,790875;58,019011;65;92;-4,209125;-33,980989;150;110;88,499648;111,869239;0,761578;0,219169;316,935202;1991,441928;420,589101
468,pgm;8;2348;506;1,126526;9,581547;44;42,761506;55,079498;36,040294;49,947092;6,721212;5,132406;149;88;85,14587;106,682094;-0,256481;0,144039;145,342578;882,735766;150,820207
469,pgm;9;0;1;0,07958;10,249813;99;59,295964;36,64574;93;29;-33,704036;7,64574;57;164;88,077919;94,845925;0,008498;0,131704;115,706603;479,73244;114,799649
470,pgm;0;0;1;0,07958;10,408897;104;55,831081;48,881757;67;89;-11,168919;-40,118243;143;152;88,164761;119,560784;-0,408746;0,203819;242,242002;1148,074481;308,907788
471,pgm;1;2321;2901;1,062121;2,377567;70;53,431818;48,143939;53,315588;48,701072;0,11623;-0,557133;124;139;107,497677;120,748027;0,41262;0,179686;197,659964;1135,77106;266,344498
472,pgm;2;0;50;0,994748;11,076732;46;59,922018;48,802752;85,6;29,48;-25,677982;19,322752;89;125;70,277157;121,478346;0,414352;0,157033;201,211126;1553,538877;222,885374
473,pgm;3;0;1;0,07958;11,516803;54;55,898396;42,882353;52;57;3,898396;-14,117647;60;124;54,990085;110,464082;0,460318;0,110614;105,734851;717,058726;92,120012
474,pgm;4;586;8;0,922938;8,794694;60;53,484;54,42;34,93771;82,632997;18,54629;-28,212997;114;133;101,666873;126,674877;-0,095545;0,186775;218,024341;1201,597232;294,00357
475,pgm;5;2536;1847;2,340024;15,477119;110;47,456825;48,618384;45,000913;49,031029;2,455912;-0,412645;175;181;80,394566;130,638511;-0,428149;0,218505;219,465448;595,846479;293,954288
476,pgm;6;2067;1661;1,882955;9,712994;86;48,819048;48,457143;48,295333;43,088251;0,523715;5,368892;150;164;82,232125;127,426806;-0,505478;0,19432;178,709901;550,898128;239,122003
477,pgm;7;0;1;0,07958;8,458867;69;57,736462;54,415162;93;72;-35,263538;-17,584838;120;156;93,048303;123,054652;-0,494614;0,215562;336,648963;2474,654468;435,954641
478,pgm;8;1981;0;1,272795;12,046441;0;33,306513;51,524904;22,148915;42,389197;11,157599;9,135707;177;82;76,954437;107,374143;-0,778086;0,126711;113,849305;521,709877;101,665528
479,pgm;9;0;961;1,293897;14,844465;129;54,902344;32,390625;76,290323;23,422477;-21,387979;8,968148;76;178;80,159089;100,754598;-0,370932;0,130547;105,651263;334,37036;97,43218
480,pgm;0;0;344;1,101394;13,909427;60;54,257951;58,611307;61,761628;49,075581;-7,503677;9,535726;144;132;84,681516;115,150803;0,406219;0,216668;353,161853;2369,434427;412,921154
481,pgm;1;2890;3143;0,926321;2,065822;72;51,528302;49,075472;51,754848;49,66849;-0,226546;-0,593018;131;132;119,362502;126,285654;0,602476;0,184196;172,951921;789,376989;272,573526
482,pgm;2;0;203;1,101181;10,145575;79;60,798479;44,562738;84,714286;18,990148;-23,915807;25,57259;102;159;95,708275;114,419366;0,306083;0,186021;239,097851;1455,856407;290,095005
483,pgm;3;0;1;0,07958;12,496261;81;47,261993;57,730627;51;68;-3,738007;-10,269373;141;129;82,503358;129,741267;-0,329825;0,190892;191,674906;801,282878;262,618205
484,pgm;4;138;0;0,922665;7,109191;68;59,841667;52,816667;36,456522;75,855072;23,385145;-23,038406;99;140;92,840557;126,351198;-0,176411;0,189771;242,606951;1601,003249;324,632586
485,pgm;5;1296;2373;2,165855;12,969088;78;52,268987;48,506329;55,524394;48,962933;-3,255406;-0,456604;187;127;79,173714;118,514583;0,257434;0,200804;287,993068;1873,83441;320,198658
486,pgm;6;1513;2972;1,502541;9,297112;73;54,9699;47,762542;58,928874;46,816276;-3,958974;0,946265;157;140;96,007562;111,632875;0,735898;0,199072;270,985411;1601,467025;321,14629
487,pgm;7;0;1;0,07958;12,542134;53;57,37247;52,08502;90;77;-32,62753;-24,91498;113;131;85,304672;121,952271;-0,606439;0,182503;252,583141;1888,671827;300,280586
488,pgm;8;2470;0;1,263096;10,973967;0;37,7;56,716;28,069231;49,271255;9,630769;7,444745;175;72;70,949412;116,713369;-0,702523;0,1451;166,531264;1088,636496;162,052615
489,pgm;9;0;997;1,111404;13,5807;80;57,43578;41,889908;73,664995;42,066199;-16,229215;-0,17629;53;162;67,664558;100,539097;0,568946;0,13018;138,4165;790,8004;121,418217
490,pgm;0;325;1753;1,146172;13,01044;83;58,015094;48,237736;61,826275;64,756978;-3,811181;-16,519242;93;170;68,486026;120,988202;-0,406164;0,182867;259,524286;1837,250774;286,692237
491,pgm;1;2890;3143;0,926321;2,065822;72;51,528302;49,075472;51,754848;49,66849;-0,226546;-0,593018;131;132;119,362502;126,285654;0,602476;0,184196;172,951921;789,376989;272,573526
492,pgm;2;0;2730;1,37265;11,006601;112;60,167742;48,96129;73,979121;49,472894;-13,811379;-0,511603;151;158;96,120572;105,512574;0,18734;0,226009;355,594224;2169,505976;424,276622
493,pgm;3;0;1;0,07958;12,496261;81;47,261993;57,730627;51;68;-3,738007;-10,269373;141;129;82,503358;129,741267;-0,329825;0,190892;191,674906;801,282878;262,618205
494,pgm;4;0;1;0,07958;12,014623;70;54,023729;51,833898;86;80;-31,976271;-28,166102;147;146;108,070314;125,036581;-0,143132;0,215716;279,807495;1563,499334;394,329543
495,pgm;5;2328;2077;2,446542;13,011199;68;49,366848;53,61413;49,655392;54,685131;-0,288544;-1,071;188;176;96,973624;111,769436;0,210929;0,245827;391,817733;2243,214565;475,224836
496,pgm;6;906;2168;1,630972;10,452663;69;54,122642;48,09434;63,794405;41,371178;-9,671763;6,723162;138;176;90,62734;108,741863;0,038355;0,206532;283,049963;1641,54776;326,447538
497,pgm;7;0;1;0,07958;13,675155;81;49,505882;53,608824;62;87;-12,494118;-33,391176;184;153;99,751719;122,272184;0,555189;0,233956;295,889226;1220,484499;404,962549
498,pgm;8;2623;0;1,153649;11,293836;0;34,811765;56,74902;25,065955;49,834541;9,74581;6,914479;176;76;86,821782;109,753858;-0,571935;0,144236;144,4852;765,761604;147,844147
499,pgm;9;0;1;0,07958;9,757346;78;61,795082;41,344262;96;42;-34,204918;-0,655738;82;159;93,921934;109,011522;-0,383334;0,166458;186,767791;987,222398;214,342257
500,pgm;0;0;1;0,07958;11,334706;53;51,37247;56,129555;86;58;-34,62753;-1,870445;127;117;90,352351;109,47614;-0,394413;0,174109;191,875861;931,095435;231,346394
501,pgm;1;3130;3451;0,901231;4,249927;78;52,300366;51,985348;51,883604;51,960796;0,416762;0,024552;135;136;114,741581;143,180563;0,743623;0,205895;184,899295;711,709914;340,544562
502,pgm;2;0;1990;1,210733;16,213718;109;63,320285;56,44484;79,236683;38,838693;-15,916399;17,606146;106;175;75,396276;143,991856;0,720738;0,24859;308,937895;1302,488524;500,995761
503,pgm;3;0;564;1,555616;13,256633;144;57,771277;46,210106;82,402482;21,150709;-24,631206;25,059397;147;226;91,151599;125,036216;-0,170915;0,262046;417,913492;2330,997671;530,42558
504,pgm;4;32;0;0,994748;6,767967;68;50,006873;57,178694;18,8125;71,75;31,194373;-14,571306;131;160;117,035818;122,808721;0,330426;0,220252;277,744912;1438,440882;413,611503
505,pgm;5;2399;2926;1,947591;13,005556;76;49,601108;46,33241;50,981596;46,656901;-1,380488;-0,324491;176;182;96,998049;125,917732;0,475688;0,223313;319,923146;1920,348119;398,39914
506,pgm;6;2462;2822;1,730771;9,512207;71;52,918605;50,363372;54,123581;44,639099;-1,204976;5,724273;180;158;107,058024;121,974218;0,774368;0,240217;364,542416;2282,889181;492,310474
507,pgm;7;0;1;0,07958;12,765082;71;57,473684;55,919505;80;84;-22,526316;-28,080495;168;154;101,891377;113,486985;-0,450663;0,254654;447,690293;3014,461373;577,555892
508,pgm;8;2535;0;1,062822;14,77708;0;40,868726;49,227799;26,040237;39,375937;14,828489;9,851862;138;117;76,054312;131,917469;0,662132;0,143558;152,172822;1137,64869;168,033102
509,pgm;9;0;1;0,07958;9,757346;78;61,795082;41,344262;96;42;-34,204918;-0,655738;82;159;93,921934;109,011522;-0,383334;0,166458;186,767791;987,222398;214,342257
510,pgm;0;0;1;0,07958;15,126661;140;60,070313;45,792969;94;40;-33,929688;5,792969;88;167;68,573458;130,390197;-0,601463;0,180785;170,959095;755,015084;220,844964
511,pgm;1;2117;3065;0,975229;3,62391;64;52,815094;49,354717;55,873022;50,414512;-3,057928;-1,059795;135;128;108,031493;120,897503;-0,664186;0,182009;204,845862;1182,879231;279,86373
512,pgm;2;0;1020;1,238636;12,235341;42;53,464684;60,799257;80,819608;58,898039;-27,354924;1,901217;154;108;73,797817;130,960017;0,340013;0,214321;351,175774;2771,08082;431,296244
513,pgm;3;0;394;1,493838;15,206359;119;59,694444;46,535714;79,862944;22,51269;-20,1685;24,023024;86;161;77,660854;112,477051;-0,339751;0,173795;196,883874;1091,61141;221,650152
514,pgm;4;737;1609;0,980331;11,524622;90;55,357143;48,327068;57,52728;66,238278;-2,170138;-17,91121;106;158;80,633486;116,371165;-0,246502;0,176961;219,458177;1302,857356;246,052212
515,pgm;5;1441;2736;2,074753;12,24045;97;53,554545;50,057576;57,773282;50,235097;-4,218737;-0,177521;190;138;86,162473;120,157474;-0,229812;0,222427;296,968606;1515,270758;372,924915
516,pgm;6;2214;3240;1,726652;12,233809;73;51,840782;49,226257;56,117345;47,698387;-4,276563;1,52787;191;165;102,470413;118,313842;-0,693667;0,237778;363,217759;2090,464433;461,701456
